task_id,project_id,project_domain,project_status,project_budget,project_start_days_ago,assignee_id,assignee_role,assignee_experience,assignee_availability,assignee_cost_rate,assignee_recent_hours,assignee_utilization,task_type,priority,complexity_score,status,progress_percentage,estimated_effort_hours,estimated_duration_days,num_dependencies,dependency_depth,num_risks,max_risk_severity,max_risk_severity_ord,avg_risk_probability,risk_level,actual_effort_hours,actual_duration_days,is_delayed,delay_days,effort_overrun_ratio
11203,558,Logistics,In Progress,49000,1014,16,Senior Developer,6.4,0.52,140.13,60.9,0.452,Code Review,Medium,1.1,Blocked,18,71.9,1,0,0,0,None,0,0,Low,12.1,0,0,0,0
11204,559,HR Platform,Completed,49000,758,17,Senior Developer,2.3,0.91,119.14,37.4,0.486,UI/UX Design,Medium,3.4,Completed,100,14.3,1,0,0,1,14023,3,0.58,High,21.2,1,0,0,0.483
11205,559,HR Platform,Completed,49000,758,41,Project Manager,0.5,0.64,111.61,28.2,0.258,Data Migration,Medium,8.8,Completed,100,22.7,3,1,1,1,14024,1,0.19,Low,31.4,3,0,0,0.383
11206,559,HR Platform,Completed,49000,758,62,Senior Developer,4.2,0.77,138.21,34.8,0.383,Code Review,Medium,5.3,Completed,100,18.8,4,1,1,0,None,0,0,Low,20.4,4,0,0,0.085
11207,559,HR Platform,Completed,49000,758,88,Developer,0.5,0.91,84.69,32.6,0.424,UI/UX Design,Medium,8.3,Completed,100,86.3,7,0,0,2,14027,4,0.625,Critical,102.4,7,0,0,0.187
11208,559,HR Platform,Completed,49000,758,42,DevOps Engineer,2.9,0.8,120.29,32.3,0.369,Frontend Development,Medium,7,Completed,100,7.4,1,0,0,0,None,0,0,Low,10.2,1,0,0,0.378
11209,559,HR Platform,Completed,49000,758,93,Senior Developer,0.9,0.9,109.68,41,0.527,Code Review,Medium,8.8,Completed,100,10.9,1,2,2,2,14029,3,0.58,High,12.1,1,0,0,0.11
11210,559,HR Platform,Completed,49000,758,52,UI/UX Designer,4.2,0.97,101.01,34.8,0.482,Code Review,Medium,4.5,Completed,100,154,4,0,0,1,14031,1,0.14,Low,194.2,5,1,1,0.261
11211,559,HR Platform,Completed,49000,758,18,Senior Developer,4.2,0.64,134.24,32.8,0.3,Backend Development,High,6.4,Completed,100,9.3,1,0,0,1,14032,3,0.49,High,8.2,1,0,0,0
11212,559,HR Platform,Completed,49000,758,101,UI/UX Designer,4.1,0.74,99.73,37.9,0.401,Testing & QA,High,3,Completed,100,9.2,1,1,1,0,None,0,0,Low,12,1,0,0,0.304
11213,559,HR Platform,Completed,49000,758,66,Senior Developer,7,0.55,144.57,66,0.519,Backend Development,Low,2.4,Completed,100,121.6,18,3,2,0,None,0,0,Low,165.1,17,0,0,0.358
11214,559,HR Platform,Completed,49000,758,97,Developer,7.4,0.83,111.32,37.2,0.441,Deployment,Low,7.6,Completed,100,152.8,24,0,0,0,None,0,0,Low,170.6,24,0,0,0.116
11215,559,HR Platform,Completed,49000,758,16,Senior Developer,6.4,0.52,140.13,60.9,0.452,Testing & QA,Low,7.1,Completed,100,58.9,5,2,2,1,14036,1,0.17,Low,57.7,5,0,0,0
11216,559,HR Platform,Completed,49000,758,40,Developer,4,0.68,111.62,47.9,0.465,Backend Development,High,6.5,Completed,100,108.3,30,3,2,1,14037,2,0.16,Medium,99.5,42,1,12,0
11217,559,HR Platform,Completed,49000,758,131,Senior Developer,6.6,0.54,155.72,64.1,0.494,DevOps Setup,Medium,6,Completed,100,26.7,1,2,3,2,14039,2,0.535,Medium,28.3,0,0,0,0.06
11218,559,HR Platform,Completed,49000,758,85,Developer,1.1,0.79,81.35,50.1,0.565,Deployment,Medium,7,Completed,100,150.8,30,2,3,0,None,0,0,Low,141.1,40,1,10,0
11219,559,HR Platform,Completed,49000,758,110,QA Engineer,0.5,0.97,80.13,50.7,0.703,Bug Fixing,High,4,Completed,100,97,22,2,2,0,None,0,0,Low,89.7,33,1,11,0
11220,559,HR Platform,Completed,49000,758,134,Developer,0.5,0.99,91.54,66.2,0.936,Research,Low,7.2,Completed,100,9.2,1,0,0,0,None,0,0,Low,8.1,1,0,0,0
11221,559,HR Platform,Completed,49000,758,143,QA Engineer,3.6,0.54,95.42,67.4,0.52,API Integration,High,4.6,Completed,100,44.2,8,0,0,1,14043,1,0.67,Low,38.2,10,1,2,0
11222,559,HR Platform,Completed,49000,758,98,Developer,4,0.98,106.85,20.1,0.281,Documentation,Medium,4.7,Completed,100,24.5,3,1,2,0,None,0,0,Low,27.4,4,1,1,0.118
11223,560,IoT,In Progress,1034000,1156,97,Developer,7.4,0.83,111.32,37.2,0.441,DevOps Setup,Low,7.5,Completed,100,200,48,0,0,2,14046,2,0.42,Medium,272.5,67,1,19,0.362
11224,560,IoT,In Progress,1034000,1156,117,Developer,2.9,0.69,102.71,20.8,0.205,Documentation,Medium,2.9,Completed,100,25.7,5,0,0,3,14047,2,0.363,Medium,23.7,7,1,2,0
11225,560,IoT,In Progress,1034000,1156,67,Senior Developer,3.8,0.99,128.1,69.9,0.989,DevOps Setup,High,1.6,Not Started,0,58.1,14,0,0,0,None,0,0,Low,0,0,0,0,0
11226,560,IoT,In Progress,1034000,1156,150,Developer,3.4,0.85,100.17,67.4,0.818,Backend Development,Medium,6.6,Not Started,0,11.3,2,2,1,0,None,0,0,Low,0,0,0,0,0
11227,560,IoT,In Progress,1034000,1156,115,Developer,5,0.64,99.4,55.9,0.511,Data Migration,Critical,9.4,Completed,100,4.4,1,1,1,0,None,0,0,Low,4.9,1,0,0,0.114
11228,560,IoT,In Progress,1034000,1156,61,Senior Developer,6.7,0.5,136.89,59.3,0.424,DevOps Setup,High,6.7,Not Started,0,62.7,12,2,2,1,14053,1,0.26,Low,0,0,0,0,0
11229,560,IoT,In Progress,1034000,1156,47,QA Engineer,4.5,0.55,104.57,24.2,0.19,UI/UX Design,High,2.6,Completed,100,41.1,10,1,3,1,14054,1,0.19,Low,40.9,11,1,1,0
11230,560,IoT,In Progress,1034000,1156,113,Developer,1.5,0.56,94.97,22,0.176,Data Migration,Low,7.9,Not Started,0,53.8,10,1,4,0,None,0,0,Low,0,0,0,0,0
11231,560,IoT,In Progress,1034000,1156,127,Developer,3,0.53,98.72,31.1,0.235,Backend Development,Medium,5.7,Not Started,0,38.4,5,1,2,1,14056,3,0.39,High,0,0,0,0,0
11232,560,IoT,In Progress,1034000,1156,3,QA Engineer,6.9,0.51,117.71,25.8,0.188,Research,Medium,5.4,Completed,100,28.6,8,2,4,0,None,0,0,Low,25,11,1,3,0
11233,560,IoT,In Progress,1034000,1156,99,Senior Developer,11.3,0.71,163.46,64.1,0.65,Frontend Development,Critical,2.9,Blocked,17.9,140.6,1,2,5,0,None,0,0,Low,30.7,0,0,0,0
11234,560,IoT,In Progress,1034000,1156,115,Developer,5,0.64,99.4,55.9,0.511,Deployment,High,6.2,Completed,100,14.9,1,3,5,2,14059,2,0.44,Medium,18.3,1,0,0,0.228
11235,560,IoT,In Progress,1034000,1156,131,Senior Developer,6.6,0.54,155.72,64.1,0.494,Backend Development,Medium,4,Completed,100,94.2,29,0,0,0,None,0,0,Low,110.3,29,0,0,0.171
11236,560,IoT,In Progress,1034000,1156,133,Project Manager,0.5,0.91,134,20,0.26,Security Review,Medium,8.9,Completed,100,3.7,1,1,5,1,14062,4,0.24,Critical,4.1,1,0,0,0.108
11237,560,IoT,In Progress,1034000,1156,133,Project Manager,0.5,0.91,134,20,0.26,Documentation,Low,8.9,Not Started,0,25.3,5,0,0,0,None,0,0,Low,0,0,0,0,0
11238,560,IoT,In Progress,1034000,1156,58,Project Manager,5,0.86,161.91,68.5,0.842,API Integration,Medium,1.9,Not Started,0,17.2,3,3,5,3,14065,4,0.813,Critical,0,0,0,0,0
11239,560,IoT,In Progress,1034000,1156,62,Senior Developer,4.2,0.77,138.21,34.8,0.383,Backend Development,Low,5.5,Blocked,36.2,28.2,7,3,4,1,14067,1,0.6,Low,11.9,2,0,0,0
11240,560,IoT,In Progress,1034000,1156,46,Developer,4.9,0.68,108.63,38.6,0.375,Security Review,Medium,9.1,Not Started,0,23.6,2,3,3,0,None,0,0,Low,0,0,0,0,0
11241,560,IoT,In Progress,1034000,1156,67,Senior Developer,3.8,0.99,128.1,69.9,0.989,Deployment,Medium,1.9,Completed,100,65.6,15,0,0,0,None,0,0,Low,76.9,18,1,3,0.172
11242,560,IoT,In Progress,1034000,1156,78,Developer,3.4,0.57,99.81,27.5,0.224,Research,High,3.8,In Progress,56.5,59.6,6,1,1,0,None,0,0,Low,33.4,3,0,0,0
11243,560,IoT,In Progress,1034000,1156,143,QA Engineer,3.6,0.54,95.42,67.4,0.52,Code Review,Medium,1.6,Blocked,11.9,3.3,1,2,5,0,None,0,0,Low,0.4,0,0,0,0
11244,560,IoT,In Progress,1034000,1156,103,UI/UX Designer,2.4,0.7,103.14,67.8,0.678,Data Migration,High,9.5,Blocked,21.8,10.5,1,0,0,0,None,0,0,Low,2.1,0,0,0,0
11245,560,IoT,In Progress,1034000,1156,45,Project Manager,5.9,0.62,162.49,29,0.257,API Integration,High,7.4,Not Started,0,44,7,1,1,3,14073,2,0.62,Medium,0,0,0,0,0
11246,560,IoT,In Progress,1034000,1156,120,Developer,5.7,0.55,118.02,49.7,0.391,Documentation,Low,7.7,Blocked,25.7,2.5,1,2,5,1,14076,2,0.59,Medium,0.7,0,0,0,0
11247,561,SaaS,On Hold,180000,1250,136,Developer,2.5,0.71,103.4,41.1,0.417,Research,Low,1.2,Blocked,49,7.1,1,0,0,1,14077,2,0.7,Medium,2.9,0,0,0,0
11248,561,SaaS,On Hold,180000,1250,75,Developer,1.9,0.58,94.13,51.2,0.424,Code Review,Medium,7.3,In Progress,40.7,31.3,4,0,0,0,None,0,0,Low,13.4,1,0,0,0
11249,561,SaaS,On Hold,180000,1250,20,Developer,2,0.89,87.87,54.3,0.69,Backend Development,High,6.7,In Progress,38.3,16.5,1,1,1,0,None,0,0,Low,7.3,0,0,0,0
11250,561,SaaS,On Hold,180000,1250,102,Developer,4.9,0.75,105.26,21,0.225,Performance Optimization,High,9.8,In Progress,41.4,80.3,13,3,2,0,None,0,0,Low,35.1,5,0,0,0
11251,561,SaaS,On Hold,180000,1250,31,UI/UX Designer,6.7,0.61,109.98,23.9,0.208,UI/UX Design,Medium,9.8,Blocked,32.9,31.4,4,2,1,2,14081,1,0.755,Low,10.6,1,0,0,0
11252,561,SaaS,On Hold,180000,1250,102,Developer,4.9,0.75,105.26,21,0.225,UI/UX Design,Low,2.1,Blocked,51.8,12.4,1,1,3,0,None,0,0,Low,7.5,0,0,0,0
11253,561,SaaS,On Hold,180000,1250,148,DevOps Engineer,1,0.73,107.02,27.8,0.29,Performance Optimization,High,6.5,Blocked,22,59.4,5,3,4,2,14084,2,0.775,Medium,12.9,1,0,0,0
11254,561,SaaS,On Hold,180000,1250,101,UI/UX Designer,4.1,0.74,99.73,37.9,0.401,Data Migration,High,4.9,Not Started,49.7,32.6,7,1,2,3,14086,2,0.82,Medium,17.8,3,0,0,0
11255,561,SaaS,On Hold,180000,1250,129,Project Manager,0.9,0.57,131.96,52.4,0.427,Database Design,Critical,7.4,In Progress,32.7,10.2,1,0,0,0,None,0,0,Low,3.4,0,0,0,0
11256,561,SaaS,On Hold,180000,1250,146,Developer,5.4,0.79,116.61,23.5,0.265,Database Design,Low,7.4,Not Started,36.6,21.9,3,1,3,0,None,0,0,Low,7.6,1,0,0,0
11257,561,SaaS,On Hold,180000,1250,66,Senior Developer,7,0.55,144.57,66,0.519,Data Migration,High,8.1,In Progress,46.9,22.5,3,3,5,0,None,0,0,Low,13.5,1,0,0,0
11258,561,SaaS,On Hold,180000,1250,109,QA Engineer,7,0.73,108.99,54.5,0.568,Documentation,Medium,8,Blocked,10.1,149.7,39,2,2,2,14092,3,0.815,High,13.9,3,0,0,0
11259,561,SaaS,On Hold,180000,1250,117,Developer,2.9,0.69,102.71,20.8,0.205,Documentation,Low,3.9,Blocked,50.7,88,20,2,4,0,None,0,0,Low,41.7,10,0,0,0
11260,561,SaaS,On Hold,180000,1250,24,Developer,5.4,0.66,104.18,47.6,0.449,Frontend Development,Medium,9.9,Not Started,49.6,49.5,8,0,0,0,None,0,0,Low,23.6,3,0,0,0
11261,561,SaaS,On Hold,180000,1250,147,Senior Developer,11.5,0.64,162.44,51,0.466,Data Migration,Medium,4.5,Blocked,1.7,40.7,10,0,0,0,None,0,0,Low,0.6,0,0,0,0
11262,561,SaaS,On Hold,180000,1250,86,UI/UX Designer,2.4,0.73,101.66,44.3,0.462,DevOps Setup,Medium,7.7,In Progress,25.2,43,4,0,0,1,14097,3,0.69,High,11.1,1,0,0,0
11263,561,SaaS,On Hold,180000,1250,45,Project Manager,5.9,0.62,162.49,29,0.257,Documentation,Medium,4.7,Blocked,43.8,49.5,5,2,3,3,14098,2,0.27,Medium,25.3,2,0,0,0
11264,561,SaaS,On Hold,180000,1250,129,Project Manager,0.9,0.57,131.96,52.4,0.427,API Integration,Critical,9.6,In Progress,38.9,83.7,19,1,1,1,14101,1,0.83,Low,48.3,7,0,0,0
11265,562,Mobile Banking,In Progress,217000,1044,17,Senior Developer,2.3,0.91,119.14,37.4,0.486,Research,High,3,In Progress,29.2,11.2,1,0,0,0,None,0,0,Low,2.7,0,0,0,0
11266,562,Mobile Banking,In Progress,217000,1044,47,QA Engineer,4.5,0.55,104.57,24.2,0.19,DevOps Setup,High,2.5,Completed,100,17.5,2,0,0,0,None,0,0,Low,16.4,2,0,0,0
11267,562,Mobile Banking,In Progress,217000,1044,22,UI/UX Designer,5.3,0.68,105.1,44.9,0.436,Frontend Development,Medium,7.3,Not Started,0,12,2,0,0,0,None,0,0,Low,0,0,0,0,0
11268,562,Mobile Banking,In Progress,217000,1044,116,QA Engineer,4.6,0.88,104.44,63.2,0.795,Documentation,Low,8.3,In Progress,15.3,45.9,13,0,0,0,None,0,0,Low,7.7,1,0,0,0
11269,562,Mobile Banking,In Progress,217000,1044,121,Senior Developer,9.3,0.66,173.9,24.6,0.232,Research,Low,2.2,Blocked,12.4,177.5,28,1,1,1,14106,1,0.12,Low,22.5,3,0,0,0
11270,562,Mobile Banking,In Progress,217000,1044,30,UI/UX Designer,2.3,0.95,95.32,28.1,0.381,Data Migration,Medium,1.9,Completed,100,12.7,2,1,1,0,None,0,0,Low,13.2,2,0,0,0.039
11271,562,Mobile Banking,In Progress,217000,1044,77,Developer,0.8,0.81,97.06,49.6,0.574,API Integration,Low,5.4,Blocked,15,56.7,14,1,1,0,None,0,0,Low,7.8,2,0,0,0
11272,562,Mobile Banking,In Progress,217000,1044,50,UI/UX Designer,1.7,0.76,92.31,31.3,0.34,DevOps Setup,Medium,2.3,Completed,100,20.5,3,2,2,2,14109,3,0.22,High,25.3,4,1,1,0.234
11273,562,Mobile Banking,In Progress,217000,1044,90,Project Manager,0.5,0.81,112.8,42,0.486,UI/UX Design,High,3.2,Completed,100,45.7,4,3,2,3,14111,3,0.437,High,40.1,5,1,1,0
11274,562,Mobile Banking,In Progress,217000,1044,93,Senior Developer,0.9,0.9,109.68,41,0.527,DevOps Setup,Critical,4.8,Completed,100,200,37,0,0,0,None,0,0,Low,197.9,43,1,6,0
11275,562,Mobile Banking,In Progress,217000,1044,23,Developer,3.8,0.67,92.32,37.4,0.358,API Integration,Medium,1.8,Completed,100,105.4,5,3,2,0,None,0,0,Low,109.4,6,1,1,0.038
11276,562,Mobile Banking,In Progress,217000,1044,77,Developer,0.8,0.81,97.06,49.6,0.574,Backend Development,Low,9,Not Started,0,96.9,27,2,2,0,None,0,0,Low,0,0,0,0,0
11277,562,Mobile Banking,In Progress,217000,1044,18,Senior Developer,4.2,0.64,134.24,32.8,0.3,Code Review,Medium,1.3,Not Started,0,82.5,21,0,0,2,14117,4,0.495,Critical,0,0,0,0,0
11278,562,Mobile Banking,In Progress,217000,1044,147,Senior Developer,11.5,0.64,162.44,51,0.466,Testing & QA,Medium,4.7,Not Started,0,200,40,3,3,1,14119,3,0.47,High,0,0,0,0,0
11279,563,Cybersecurity,Completed,462000,1227,56,QA Engineer,6.3,0.55,113.56,28,0.22,Frontend Development,High,4.6,Completed,100,2.3,1,0,0,2,14121,3,0.15,High,3.3,1,0,0,0.435
11280,563,Cybersecurity,Completed,462000,1227,100,Senior Developer,8.6,0.68,165.41,31.6,0.307,DevOps Setup,Medium,7.5,Completed,100,54.6,3,1,1,0,None,0,0,Low,54.4,4,1,1,0
11281,563,Cybersecurity,Completed,462000,1227,50,UI/UX Designer,1.7,0.76,92.31,31.3,0.34,Deployment,Critical,3.4,Completed,100,166.4,26,0,0,1,14123,1,0.65,Low,285.8,37,1,11,0.718
11282,563,Cybersecurity,Completed,462000,1227,121,Senior Developer,9.3,0.66,173.9,24.6,0.232,Deployment,Medium,4.9,Completed,100,13.7,3,2,2,0,None,0,0,Low,17.5,2,0,0,0.277
11283,563,Cybersecurity,Completed,462000,1227,59,Senior Developer,6.6,0.82,134.13,57.2,0.67,Performance Optimization,Medium,8.8,Completed,100,66.8,13,3,2,1,14125,2,0.53,Medium,89.5,14,1,1,0.34
11284,563,Cybersecurity,Completed,462000,1227,61,Senior Developer,6.7,0.5,136.89,59.3,0.424,UI/UX Design,Medium,2.7,Completed,100,80,19,0,0,1,14126,2,0.47,Medium,70.2,17,0,0,0
11285,563,Cybersecurity,Completed,462000,1227,77,Developer,0.8,0.81,97.06,49.6,0.574,UI/UX Design,High,8.2,Completed,100,15.3,1,0,0,2,14127,3,0.4,High,19,1,0,0,0.242
11286,563,Cybersecurity,Completed,462000,1227,80,QA Engineer,4.4,0.68,93.57,46.7,0.454,Data Migration,Medium,5.5,Completed,100,23.2,4,1,3,0,None,0,0,Low,18.7,4,0,0,0
11287,563,Cybersecurity,Completed,462000,1227,30,UI/UX Designer,2.3,0.95,95.32,28.1,0.381,Bug Fixing,Medium,9.7,Completed,100,23,2,1,3,0,None,0,0,Low,32.8,2,0,0,0.426
11288,563,Cybersecurity,Completed,462000,1227,50,UI/UX Designer,1.7,0.76,92.31,31.3,0.34,Backend Development,High,3.7,Completed,100,67.4,9,1,4,1,14131,2,0.8,Medium,61.7,14,1,5,0
11289,563,Cybersecurity,Completed,462000,1227,106,DevOps Engineer,0.5,0.83,100.37,32.6,0.387,Deployment,Low,2.3,Completed,100,15.4,3,2,3,1,14132,4,0.16,Critical,17.4,4,1,1,0.13
11290,563,Cybersecurity,Completed,462000,1227,50,UI/UX Designer,1.7,0.76,92.31,31.3,0.34,Research,Medium,1.7,Completed,100,21.5,5,2,4,1,14133,2,0.47,Medium,26.2,5,0,0,0.219
11291,563,Cybersecurity,Completed,462000,1227,7,UI/UX Designer,0.5,0.65,89.78,60.7,0.564,Performance Optimization,Low,3.7,Completed,100,9.7,1,2,4,0,None,0,0,Low,11.5,0,0,0,0.186
11292,563,Cybersecurity,Completed,462000,1227,6,QA Engineer,1.8,0.72,83.56,53.9,0.554,UI/UX Design,High,5.9,Completed,100,200,43,1,4,1,14135,2,0.38,Medium,231.5,66,1,23,0.158
11293,563,Cybersecurity,Completed,462000,1227,149,Senior Developer,4.1,0.99,145.44,63.2,0.894,Testing & QA,Low,6.7,Completed,100,79.5,19,0,0,0,None,0,0,Low,70.7,18,0,0,0
11294,563,Cybersecurity,Completed,462000,1227,36,Developer,2.2,0.91,101.16,69.4,0.902,Testing & QA,Low,7,Completed,100,15.8,2,1,5,1,14137,2,0.9,Medium,13,2,0,0,0
11295,563,Cybersecurity,Completed,462000,1227,45,Project Manager,5.9,0.62,162.49,29,0.257,Deployment,Low,8,Completed,100,47.2,5,3,4,2,14138,4,0.645,Critical,64.5,7,1,2,0.367
11296,563,Cybersecurity,Completed,462000,1227,55,Developer,3.6,0.76,95.12,20.8,0.226,Testing & QA,Medium,7.8,Completed,100,20.7,5,0,0,1,14140,2,0.85,Medium,25.7,7,1,2,0.242
11297,563,Cybersecurity,Completed,462000,1227,88,Developer,0.5,0.91,84.69,32.6,0.424,Data Migration,High,1.6,Completed,100,9.7,2,0,0,0,None,0,0,Low,11.7,2,0,0,0.206
11298,563,Cybersecurity,Completed,462000,1227,124,DevOps Engineer,2.7,0.82,117.95,60.4,0.708,Backend Development,Medium,3.1,Completed,100,2.1,1,0,0,1,14142,4,0.19,Critical,1.9,1,0,0,0
11299,563,Cybersecurity,Completed,462000,1227,16,Senior Developer,6.4,0.52,140.13,60.9,0.452,Security Review,High,5.8,Completed,100,15.6,4,0,0,1,14143,2,0.53,Medium,18.8,5,1,1,0.205
11300,563,Cybersecurity,Completed,462000,1227,54,Project Manager,2.2,0.63,137.46,26.3,0.237,Performance Optimization,Medium,2.5,Completed,100,200,1,2,5,0,None,0,0,Low,253.9,1,0,0,0.27
11301,563,Cybersecurity,Completed,462000,1227,31,UI/UX Designer,6.7,0.61,109.98,23.9,0.208,Security Review,Medium,3.6,Completed,100,6.5,1,3,6,0,None,0,0,Low,7.8,1,0,0,0.2
11302,564,IoT,Completed,913000,1304,77,Developer,0.8,0.81,97.06,49.6,0.574,Performance Optimization,Medium,4.1,Completed,100,15.2,3,0,0,1,14146,2,0.68,Medium,15.3,4,1,1,0.007
11303,564,IoT,Completed,913000,1304,21,UI/UX Designer,5.6,0.89,105.39,40.2,0.511,Documentation,Critical,2.6,Completed,100,142.5,28,0,0,1,14147,2,0.63,Medium,227.6,26,0,0,0.597
11304,564,IoT,Completed,913000,1304,16,Senior Developer,6.4,0.52,140.13,60.9,0.452,UI/UX Design,Medium,1.6,Completed,100,14.1,4,2,1,1,14148,3,0.71,High,19,4,0,0,0.348
11305,564,IoT,Completed,913000,1304,100,Senior Developer,8.6,0.68,165.41,31.6,0.307,Code Review,High,5.5,Completed,100,8.8,1,3,2,1,14149,2,0.48,Medium,11.6,1,0,0,0.318
11306,564,IoT,Completed,913000,1304,61,Senior Developer,6.7,0.5,136.89,59.3,0.424,Security Review,Low,7.8,Completed,100,83.6,20,1,1,1,14150,4,0.91,Critical,106.5,30,1,10,0.274
11307,564,IoT,Completed,913000,1304,8,Senior Developer,6.8,0.73,155.81,24.2,0.252,Backend Development,Medium,7.3,Completed,100,108.5,42,3,3,0,None,0,0,Low,99.4,60,1,18,0
11308,564,IoT,Completed,913000,1304,84,Developer,5.8,0.95,106.1,66.9,0.908,Backend Development,High,6.5,Completed,100,27.2,5,1,4,0,None,0,0,Low,24.3,7,1,2,0
11309,564,IoT,Completed,913000,1304,70,Senior Developer,9.6,0.6,170.04,37.9,0.325,Data Migration,Critical,8.3,Completed,100,11.7,2,3,5,0,None,0,0,Low,13.5,2,0,0,0.154
11310,564,IoT,Completed,913000,1304,5,Developer,1.8,0.65,93.11,53.8,0.5,Research,Medium,7.7,Completed,100,19.9,3,3,5,0,None,0,0,Low,27,3,0,0,0.357
11311,564,IoT,Completed,913000,1304,52,UI/UX Designer,4.2,0.97,101.01,34.8,0.482,Frontend Development,High,9.4,Completed,100,4.1,1,2,5,2,14156,4,0.26,Critical,6.1,1,0,0,0.488
11312,564,IoT,Completed,913000,1304,71,Project Manager,0.5,0.97,134.17,49.1,0.68,Frontend Development,High,7.2,Completed,100,148.5,6,2,6,1,14157,3,0.98,High,235.8,7,1,1,0.588
11313,564,IoT,Completed,913000,1304,107,Developer,3.5,0.51,101.59,64,0.466,API Integration,Critical,1.7,Completed,100,7,1,1,7,2,14158,3,0.69,High,11.3,1,0,0,0.614
11314,564,IoT,Completed,913000,1304,127,Developer,3,0.53,98.72,31.1,0.235,Backend Development,Critical,5.2,Completed,100,52.2,9,1,8,1,14160,2,0.84,Medium,52,8,0,0,0
11315,564,IoT,Completed,913000,1304,27,Data Engineer,3.9,0.89,119.35,47.7,0.606,Testing & QA,Low,7.2,Completed,100,18.5,5,0,0,1,14161,2,0.48,Medium,21.8,5,0,0,0.178
11316,564,IoT,Completed,913000,1304,31,UI/UX Designer,6.7,0.61,109.98,23.9,0.208,Code Review,High,8.6,Completed,100,21.6,2,2,9,2,14163,3,0.7,High,30.1,1,0,0,0.394
11317,564,IoT,Completed,913000,1304,69,Senior Developer,6,0.79,142.79,35.8,0.404,Bug Fixing,Critical,6.8,Completed,100,13.3,3,3,8,0,None,0,0,Low,16.2,4,1,1,0.218
11318,564,IoT,Completed,913000,1304,34,UI/UX Designer,3.8,0.95,107.94,53,0.719,Performance Optimization,Medium,8.6,Completed,100,43.8,6,3,6,0,None,0,0,Low,59.3,6,0,0,0.354
11319,564,IoT,Completed,913000,1304,122,QA Engineer,3.1,0.69,83.36,66.6,0.656,Performance Optimization,Low,1.6,Completed,100,18.6,1,2,10,2,14166,3,0.31,High,22.4,1,0,0,0.204
11320,564,IoT,Completed,913000,1304,28,Senior Developer,9.8,0.76,161.52,39.3,0.427,Performance Optimization,High,4,Completed,100,160.2,20,0,0,1,14168,2,0.38,Medium,197,18,0,0,0.23
11321,564,IoT,Completed,913000,1304,13,Project Manager,5.1,0.66,151.2,54.6,0.515,Performance Optimization,Medium,1.9,Completed,100,200,37,0,0,1,14169,2,0.89,Medium,271.6,56,1,19,0.358
11322,565,SaaS,Completed,49000,791,99,Senior Developer,11.3,0.71,163.46,64.1,0.65,Code Review,Medium,8.2,Completed,100,13,2,0,0,2,14171,2,0.47,Medium,13.9,1,0,0,0.069
11323,565,SaaS,Completed,49000,791,77,Developer,0.8,0.81,97.06,49.6,0.574,Testing & QA,Medium,2,Completed,100,6.7,1,0,0,2,14173,2,0.555,Medium,5.5,1,0,0,0
11324,565,SaaS,Completed,49000,791,51,Data Engineer,0.5,0.85,100.18,63.5,0.771,DevOps Setup,High,1.8,Completed,100,39.1,3,0,0,0,None,0,0,Low,36.7,3,0,0,0
11325,565,SaaS,Completed,49000,791,127,Developer,3,0.53,98.72,31.1,0.235,Data Migration,Medium,4.5,Completed,100,6.5,1,2,1,0,None,0,0,Low,8.4,1,0,0,0.292
11326,565,SaaS,Completed,49000,791,1,Developer,4.2,0.87,104.88,47.9,0.595,API Integration,Low,8.7,Completed,100,3.8,1,3,2,1,14176,1,0.56,Low,3.7,1,0,0,0
11327,565,SaaS,Completed,49000,791,9,Project Manager,3.2,0.8,126.57,40.8,0.466,Research,Medium,2.3,Completed,100,11.3,1,2,2,0,None,0,0,Low,14,1,0,0,0.239
11328,565,SaaS,Completed,49000,791,86,UI/UX Designer,2.4,0.73,101.66,44.3,0.462,Frontend Development,Medium,7.4,Completed,100,20.1,1,1,2,0,None,0,0,Low,18.1,1,0,0,0
11329,565,SaaS,Completed,49000,791,8,Senior Developer,6.8,0.73,155.81,24.2,0.252,API Integration,High,7.7,Completed,100,166.7,1,2,3,3,14179,3,0.413,High,166.1,1,0,0,0
11330,565,SaaS,Completed,49000,791,89,Senior Developer,6.2,0.88,135.91,29.6,0.372,DevOps Setup,Medium,6.9,Completed,100,18.7,2,0,0,0,None,0,0,Low,25.1,2,0,0,0.342
11331,565,SaaS,Completed,49000,791,79,Data Engineer,3.9,0.85,124.34,67.2,0.816,UI/UX Design,High,3.6,Completed,100,12.3,3,1,1,1,14183,3,0.16,High,16.6,3,0,0,0.35
11332,565,SaaS,Completed,49000,791,144,Developer,3,0.98,98.2,64.3,0.9,Data Migration,Critical,1.2,Completed,100,13.1,1,1,1,1,14184,1,0.84,Low,14.6,1,0,0,0.115
11333,565,SaaS,Completed,49000,791,144,Developer,3,0.98,98.2,64.3,0.9,Security Review,High,1.2,Completed,100,200,19,3,4,0,None,0,0,Low,227.4,25,1,6,0.137
11334,565,SaaS,Completed,49000,791,139,Project Manager,3.8,0.87,145.18,47,0.584,Data Migration,Critical,4.3,Completed,100,39,4,3,5,0,None,0,0,Low,51.7,4,0,0,0.326
11335,565,SaaS,Completed,49000,791,77,Developer,0.8,0.81,97.06,49.6,0.574,Backend Development,High,4.5,Completed,100,24.8,1,1,6,0,None,0,0,Low,30.6,1,0,0,0.234
